Name,value
fM_0,9999513.963178053
fM_1,14.342583038087104
fM_2,-0.16491420237725415
fM_3,0.0006241213945548561
fT_0,3738907.762496371
fT_1,-154.955373903935
fT_2,0.7774568010916406
fT_3,-0.0022952325489716103
