Name,value
fM_0,5982438.448062406
fM_1,9.159340464734298
fM_2,-0.10904938259265566
fM_3,0.00037590534093399105
fT_0,6574158.7173102535
fT_1,-231.43245120384452
fT_2,1.2282423071087347
fT_3,-0.0025499455088113026
